channel;$\Delta E = 400$ eV;$\Delta E = 4$ keV;$\Delta E = 10$ keV;$\Delta E = 40$ keV;$\Delta E = 90$ keV;$\Delta E = 200$ keV
692; 1.65799495681503E+0002; 1.65794625092192E+0002; 1.65783513117268E+0002; 1.65776317955134E+0002; 1.67510624826648E+0002; 1.78274760095266E+0002
693; 1.65742934818895E+0002; 1.65739600381294E+0002; 1.65731138639960E+0002; 1.65738086725508E+0002; 1.67966700399451E+0002; 1.79971954740479E+0002
694; 1.65687115991749E+0002; 1.65685207311870E+0002; 1.65674340537618E+0002; 1.65712741067046E+0002; 1.68541278426022E+0002; 1.81687287567110E+0002
695; 1.65633581737526E+0002; 1.65632095778661E+0002; 1.65619755688233E+0002; 1.65704214261558E+0002; 1.69253592593046E+0002; 1.83424614965330E+0002
696; 1.65581774254960E+0002; 1.65581276057532E+0002; 1.65568888728858E+0002; 1.65726915633410E+0002; 1.70125950302606E+0002; 1.85187456928309E+0002
697; 1.65526461432418E+0002; 1.65530756750258E+0002; 1.65520379841716E+0002; 1.65803146480802E+0002; 1.71178311861339E+0002; 1.86978654643381E+0002
698; 1.65489293565724E+0002; 1.65486164519283E+0002; 1.65484991732325E+0002; 1.65961471594002E+0002; 1.72431419262589E+0002; 1.88800845934766E+0002
699; 1.65458160034346E+0002; 1.65458707883084E+0002; 1.65464553234550E+0002; 1.66242809626431E+0002; 1.73904049201846E+0002; 1.90655975611165E+0002
700; 1.65465605375611E+0002; 1.65468933819595E+0002; 1.65487870069510E+0002; 1.66704963399172E+0002; 1.75613921565427E+0002; 1.92545607164762E+0002
701; 1.65541991874901E+0002; 1.65548542248953E+0002; 1.65596179637487E+0002; 1.67419225170430E+0002; 1.77575176473513E+0002; 1.94470896281056E+0002
702; 1.65753170211867E+0002; 1.65764487106986E+0002; 1.65855334598107E+0002; 1.68474352336301E+0002; 1.79797968327339E+0002; 1.96432481983484E+0002
703; 1.66195567976058E+0002; 1.66224324799034E+0002; 1.66381063524456E+0002; 1.69971682722751E+0002; 1.82290728174748E+0002; 1.98430742895237E+0002
704; 1.67041089705169E+0002; 1.67088278986954E+0002; 1.67327198576761E+0002; 1.72018491308472E+0002; 1.85051425627078E+0002; 2.00465708489100E+0002
705; 1.68502746309415E+0002; 1.68572044993387E+0002; 1.68903440713834E+0002; 1.74713232698145E+0002; 1.88074209263635E+0002; 2.02536848100210E+0002
706; 1.70847117173052E+0002; 1.70937130482224E+0002; 1.71372769512674E+0002; 1.78144122068419E+0002; 1.91346744365195E+0002; 2.04643770845172E+0002
707; 1.74355471568446E+0002; 1.74462812870474E+0002; 1.74987259958329E+0002; 1.82362633928539E+0002; 1.94849912218540E+0002; 2.06785799576225E+0002
708; 1.79267656125421E+0002; 1.79387149414593E+0002; 1.79961157499674E+0002; 1.87380789716017E+0002; 1.98556347611429E+0002; 2.08961590590425E+0002
709; 1.85720895843050E+0002; 1.85837473894854E+0002; 1.86395407456189E+0002; 1.93153812493633E+0002; 2.02435882932360E+0002; 2.11170783212213E+0002
710; 1.93676171962764E+0002; 1.93778184811504E+0002; 1.94235662408394E+0002; 1.99579955620537E+0002; 2.06451196016386E+0002; 2.13412026023586E+0002
711; 2.02884261989748E+0002; 2.02955342740751E+0002; 2.03229620214871E+0002; 2.06499511143055E+0002; 2.10559481728256E+0002; 2.15684229982119E+0002
712; 2.12892681432984E+0002; 2.12909310260280E+0002; 2.12956696840092E+0002; 2.13709274701484E+0002; 2.14715556070412E+0002; 2.17986615616565E+0002
713; 2.23089153536994E+0002; 2.23055262073437E+0002; 2.22859701306364E+0002; 2.20968899133695E+0002; 2.18874796531927E+0002; 2.20318322737114E+0002
714; 2.32816866864685E+0002; 2.32731106825242E+0002; 2.32325325560799E+0002; 2.28045249011341E+0002; 2.22989157820632E+0002; 2.22678551201250E+0002
715; 2.41478981016621E+0002; 2.41354726662239E+0002; 2.40813023739942E+0002; 2.34704753730530E+0002; 2.27013779120408E+0002; 2.25067142878313E+0002
716; 2.48679427672614E+0002; 2.48548847140525E+0002; 2.47945588605325E+0002; 2.40760967523702E+0002; 2.30905397890514E+0002; 2.27484056273504E+0002
717; 2.54272100555073E+0002; 2.54143737240441E+0002; 2.53565104907005E+0002; 2.46083616288304E+0002; 2.34627502684953E+0002; 2.29930097032996E+0002
718; 2.58313747059133E+0002; 2.58204166934908E+0002; 2.57705320756093E+0002; 2.50600858646283E+0002; 2.38145962204318E+0002; 2.32405535101008E+0002
719; 2.61035649862332E+0002; 2.60955016777385E+0002; 2.60553059968081E+0002; 2.54299699645545E+0002; 2.41434426123186E+0002; 2.34911625613121E+0002
720; 2.62732678293477E+0002; 2.62674376635688E+0002; 2.62381286369951E+0002; 2.57222266269869E+0002; 2.44472042211322E+0002; 2.37449925295149E+0002
721; 2.63701738492731E+0002; 2.63661405642657E+0002; 2.63463583436764E+0002; 2.59449407424871E+0002; 2.47247119867974E+0002; 2.40022601476391E+0002
722; 2.64197520760071E+0002; 2.64172482456046E+0002; 2.64049049055518E+0002; 2.61078570285732E+0002; 2.49751613707592E+0002; 2.42631951128171E+0002
723; 2.64410118528771E+0002; 2.64388763127083E+0002; 2.64316975101525E+0002; 2.62218557220827E+0002; 2.51986208029225E+0002; 2.45281774629801E+0002
724; 2.64458668509607E+0002; 2.64449209475225E+0002; 2.64405116115279E+0002; 2.62983381115818E+0002; 2.53955958651279E+0002; 2.47975010940382E+0002
725; 2.64435074739092E+0002; 2.64427312306355E+0002; 2.64392024068740E+0002; 2.63464603938702E+0002; 2.55672190628979E+0002; 2.50716235932683E+0002
726; 2.64371654235002E+0002; 2.64366215875843E+0002; 2.64339527873325E+0002; 2.63739538765854E+0002; 2.57149083057893E+0002; 2.53509567610758E+0002
727; 2.64293505527966E+0002; 2.64285611255224E+0002; 2.64260281185971E+0002; 2.63878444062178E+0002; 2.58404253961068E+0002; 2.56359918973309E+0002
728; 2.64210177836905E+0002; 2.64201863319500E+0002; 2.64177271735986E+0002; 2.63923963036400E+0002; 2.59460072302079E+0002; 2.59272349405479E+0002
729; 2.64125813480206E+0002; 2.64109872542170E+0002; 2.64086898725180E+0002; 2.63912199966176E+0002; 2.60338179696296E+0002; 2.62252687450601E+0002
730; 2.64030958209791E+0002; 2.64018149243055E+0002; 2.63995163916823E+0002; 2.63864515497375E+0002; 2.61060701944885E+0002; 2.65306071245963E+0002
731; 2.63934509784264E+0002; 2.63927782101179E+0002; 2.63903515743929E+0002; 2.63795939320811E+0002; 2.61651651058792E+0002; 2.68439165513730E+0002
732; 2.63844277985693E+0002; 2.63841113481108E+0002; 2.63808371177050E+0002; 2.63716146274080E+0002; 2.62136406351677E+0002; 2.71657464480736E+0002
733; 2.63750901242944E+0002; 2.63749286877323E+0002; 2.63718332813096E+0002; 2.63626765056670E+0002; 2.62538297079849E+0002; 2.74966490627999E+0002
734; 2.63662533971579E+0002; 2.63653338480950E+0002; 2.63625286185661E+0002; 2.63539764576963E+0002; 2.62881256075566E+0002; 2.78372777155263E+0002
735; 2.63569554867390E+0002; 2.63558270140203E+0002; 2.63537070065124E+0002; 2.63449181256852E+0002; 2.63189895517869E+0002; 2.81881387309045E+0002
736; 2.63475792590056E+0002; 2.63466179576698E+0002; 2.63439673448834E+0002; 2.63353338282795E+0002; 2.63489339066159E+0002; 2.85496979219274E+0002
737; 2.63379511544670E+0002; 2.63372781846984E+0002; 2.63348113158058E+0002; 2.63260799685897E+0002; 2.63805145082007E+0002; 2.89225405543512E+0002
738; 2.63287597937269E+0002; 2.63282600948084E+0002; 2.63251286431621E+0002; 2.63165519840884E+0002; 2.64165902511366E+0002; 2.93070115461291E+0002
739; 2.63195658511816E+0002; 2.63192292708557E+0002; 2.63154531290347E+0002; 2.63072409656682E+0002; 2.64603642425417E+0002; 2.97034748175672E+0002
740; 2.63103659474552E+0002; 2.63097041948743E+0002; 2.63064295535811E+0002; 2.62980242857901E+0002; 2.65150612570600E+0002; 3.01121910723049E+0002
741; 2.63009818437828E+0002; 2.63002810686694E+0002; 2.62973708757822E+0002; 2.62887311312300E+0002; 2.65844620266729E+0002; 3.05333422829747E+0002
742; 2.62916596350119E+0002; 2.62911143179988E+0002; 2.62877592702150E+0002; 2.62799588845294E+0002; 2.66727238158718E+0002; 3.09669596318491E+0002
743; 2.62825885326851E+0002; 2.62818905201157E+0002; 2.62776438853886E+0002; 2.62717733788200E+0002; 2.67846434112944E+0002; 3.14131356962494E+0002
744; 2.62731451074639E+0002; 2.62724338967353E+0002; 2.62696308011430E+0002; 2.62643678772117E+0002; 2.69253385759748E+0002; 3.18717115146369E+0002
745; 2.62642292481018E+0002; 2.62632311015170E+0002; 2.62605464131050E+0002; 2.62592158688011E+0002; 2.71005727221064E+0002; 3.23423795260842E+0002
746; 2.62546021418753E+0002; 2.62538027975487E+0002; 2.62518359007167E+0002; 2.62573128531252E+0002; 2.73164261949551E+0002; 3.28248630808412E+0002
747; 2.62454630889084E+0002; 2.62447746692364E+0002; 2.62427592048290E+0002; 2.62605651334368E+0002; 2.75795904333690E+0002; 3.33186205981795E+0002
748; 2.62363775898894E+0002; 2.62358976521171E+0002; 2.62339552181535E+0002; 2.62727147201181E+0002; 2.78970182909764E+0002; 3.38230321899200E+0002
749; 2.62273746392300E+0002; 2.62272534675411E+0002; 2.62252933412146E+0002; 2.63002144241924E+0002; 2.82756680205780E+0002; 3.43373522937315E+0002
750; 2.62207406386569E+0002; 2.62203185450785E+0002; 2.62191947228412E+0002; 2.63500006474395E+0002; 2.87226147431006E+0002; 3.48607178528551E+0002
751; 2.62168764837785E+0002; 2.62161792834172E+0002; 2.62172530908093E+0002; 2.64341961405222E+0002; 2.92444628999780E+0002; 3.53921088607088E+0002
752; 2.62188960176129E+0002; 2.62187240480839E+0002; 2.62235805474111E+0002; 2.65684523434813E+0002; 2.98473023756854E+0002; 3.59304689466690E+0002
753; 2.62349013770723E+0002; 2.62362323350773E+0002; 2.62471669907563E+0002; 2.67738252737181E+0002; 3.05363862380951E+0002; 3.64745580888966E+0002
754; 2.62788060758563E+0002; 2.62822165201198E+0002; 2.63027360797251E+0002; 2.70766696019648E+0002; 3.13157608909446E+0002; 3.70230868082003E+0002
755; 2.63720034191391E+0002; 2.63785771108337E+0002; 2.64150935340604E+0002; 2.75079227647626E+0002; 3.21875990683252E+0002; 3.75746538022064E+0002
756; 2.65518991904095E+0002; 2.65627806157853E+0002; 2.66240558534984E+0002; 2.81033013004550E+0002; 3.31526038411127E+0002; 3.81278053962157E+0002
757; 2.68730271929894E+0002; 2.68900168322993E+0002; 2.69844249471047E+0002; 2.88995875838047E+0002; 3.42090324277123E+0002; 3.86809857161860E+0002
758; 2.74094667206865E+0002; 2.74352833920023E+0002; 2.75681836339322E+0002; 2.99324673021529E+0002; 3.53524802130582E+0002; 3.92326473810539E+0002
759; 2.82541091107176E+0002; 2.82885487235180E+0002; 2.84641469491911E+0002; 3.12332638747793E+0002; 3.65759690524821E+0002; 3.97812713876114E+0002
760; 2.95067351423351E+0002; 2.95503414235873E+0002; 2.97653820307911E+0002; 3.28229613935138E+0002; 3.78699912634101E+0002; 4.03252036548060E+0002
761; 3.12620912978005E+0002; 3.13118573580111E+0002; 3.15531179286151E+0002; 3.47086306829573E+0002; 3.92219215246637E+0002; 4.08628315504874E+0002
762; 3.35838969948922E+0002; 3.36358868318761E+0002; 3.38803395965159E+0002; 3.68795140737861E+0002; 4.06167103893819E+0002; 4.13926144774696E+0002
763; 3.64851711433326E+0002; 3.65334178815230E+0002; 3.67518710591509E+0002; 3.93058037340014E+0002; 4.20367853008114E+0002; 4.19130101131336E+0002
764; 3.99103989697776E+0002; 3.99477898300164E+0002; 4.01072552472036E+0002; 4.19368276614901E+0002; 4.34633123475677E+0002; 4.24225440795902E+0002
765; 4.37265195712330E+0002; 4.37462350620596E+0002; 4.38214618892961E+0002; 4.47044502343261E+0002; 4.48753499891971E+0002; 4.29197872028783E+0002
766; 4.77369965352522E+0002; 4.77353490948346E+0002; 4.77137923796573E+0002; 4.75238217440285E+0002; 4.62516473973759E+0002; 4.34034695041463E+0002
767; 5.17119231066644E+0002; 5.16880313372711E+0002; 5.15713088922980E+0002; 5.03008875094679E+0002; 4.75709285823285E+0002; 4.38724138025311E+0002
768; 5.54140852947522E+0002; 5.53719233992797E+0002; 5.51782185370535E+0002; 5.29342298225370E+0002; 4.88129752940480E+0002; 4.43254752935722E+0002
769; 5.86505692262807E+0002; 5.85965718531073E+0002; 5.83551705321991E+0002; 5.53236581173031E+0002; 4.99590005056933E+0002; 4.47616764148466E+0002
770; 6.13043729985558E+0002; 6.12473430793542E+0002; 6.09899241930181E+0002; 5.73749604032952E+0002; 5.09932103811528E+0002; 4.51801701717310E+0002
771; 6.33395356175881E+0002; 6.32837785335510E+0002; 6.30297493120867E+0002; 5.90083260719955E+0002; 5.19025238763086E+0002; 4.55802257214903E+0002
772; 6.47621537836010E+0002; 6.47068237607858E+0002; 6.44463764171741E+0002; 6.01645744289734E+0002; 5.26778127054005E+0002; 4.59612558066546E+0002
773; 6.55257878185190E+0002; 6.54630141014125E+0002; 6.51575703563748E+0002; 6.08170389071666E+0002; 5.33138381749125E+0002; 4.63229386586162E+0002
774; 6.54167147349098E+0002; 6.53414022236566E+0002; 6.49832773838758E+0002; 6.09767007642765E+0002; 5.38102716115475E+0002; 4.66649085057897E+0002
775; 6.41542185377968E+0002; 6.40869639621379E+0002; 6.37803986382893E+0002; 6.06946633038672E+0002; 5.41700627601317E+0002; 4.69870641858459E+0002
776; 6.18518850974087E+0002; 6.18318736828212E+0002; 6.17396875104466E+0002; 6.00560360924071E+0002; 5.44003264976700E+0002; 4.72893591150112E+0002
777; 5.92981863837650E+0002; 5.93307155472294E+0002; 5.94736551100429E+0002; 5.91653379827882E+0002; 5.45116821191798E+0002; 4.75719555415934E+0002
778; 5.73816746096853E+0002; 5.74269300589163E+0002; 5.76375873745167E+0002; 5.81313258501396E+0002; 5.45171805429796E+0002; 4.78350740872338E+0002
779; 5.63214545033213E+0002; 5.63420405485015E+0002; 5.64452695856377E+0002; 5.70474587596321E+0002; 5.44319629606656E+0002; 4.80790517667022E+0002
780; 5.56722741751697E+0002; 5.56610006257990E+0002; 5.56249569056708E+0002; 5.59853275256706E+0002; 5.42722746534406E+0002; 4.83043427512413E+0002
781; 5.48849609087839E+0002; 5.48631753715039E+0002; 5.47758497145623E+0002; 5.49920776618417E+0002; 5.40545706169402E+0002; 4.85115221967395E+0002
782; 5.37640816283405E+0002; 5.37568480556064E+0002; 5.37299042867299E+0002; 5.40954763741486E+0002; 5.37951282277509E+0002; 4.87012184423534E+0002
783; 5.25541186182660E+0002; 5.25693973344615E+0002; 5.26427608714311E+0002; 5.33117623924477E+0002; 5.35090150181124E+0002; 4.88740926755411E+0002
784; 5.16371772890861E+0002; 5.16607098594457E+0002; 5.17748859456484E+0002; 5.26494196993358E+0002; 5.32096529408151E+0002; 4.90308329829055E+0002
785; 5.11517755010950E+0002; 5.11677381672924E+0002; 5.12511822705278E+0002; 5.21098075576320E+0002; 5.29088365208102E+0002; 4.91722684186275E+0002
786; 5.09659697680934E+0002; 5.09714326313376E+0002; 5.10087791815987E+0002; 5.16890873357522E+0002; 5.26162091459967E+0002; 4.92991497393019E+0002
787; 5.09047282155669E+0002; 5.09059431007049E+0002; 5.09161589507412E+0002; 5.13769097851301E+0002; 5.23389569119503E+0002; 4.94122256248034E+0002
788; 5.08796781912048E+0002; 5.08784890714681E+0002; 5.08775364796349E+0002; 5.11559162390905E+0002; 5.20822013275604E+0002; 4.95123823146850E+0002
789; 5.08598217031898E+0002; 5.08575885315381E+0002; 5.08550891786997E+0002; 5.10065429155586E+0002; 5.18493783828780E+0002; 4.96003174911166E+0002
790; 5.08398146976701E+0002; 5.08387855355676E+0002; 5.08356594922719E+0002; 5.09086225161909E+0002; 5.16422500923541E+0002; 4.96768265153690E+0002
791; 5.08202715372972E+0002; 5.08194786715857E+0002; 5.08150307610650E+0002; 5.08453576219995E+0002; 5.14608955085291E+0002; 4.97425694683812E+0002
792; 5.08014297263024E+0002; 5.08010520794607E+0002; 5.07950806888744E+0002; 5.08024165351034E+0002; 5.13041992986782E+0002; 4.97982786792588E+0002
793; 5.07827905169268E+0002; 5.07821117788493E+0002; 5.07755375704302E+0002; 5.07724596062048E+0002; 5.11707136723814E+0002; 4.98444882878592E+0002
794; 5.07632557845517E+0002; 5.07625932971842E+0002; 5.07553601490902E+0002; 5.07480466773150E+0002; 5.10580739990314E+0002; 4.98818702643054E+0002
795; 5.07449475975435E+0002; 5.07430355416875E+0002; 5.07349623218520E+0002; 5.07270819486998E+0002; 5.09636648596890E+0002; 4.99108676518482E+0002
796; 5.07250944576582E+0002; 5.07242770618054E+0002; 5.07138438801377E+0002; 5.07068047658923E+0002; 5.08850568876388E+0002; 4.99319246378608E+0002
797; 5.07067344943633E+0002; 5.07055284212797E+0002; 5.06923224716782E+0002; 5.06872590894030E+0002; 5.08196501711637E+0002; 4.99453918901123E+0002
798; 5.06869111782332E+0002; 5.06864459562736E+0002; 5.06723475060693E+0002; 5.06679063663031E+0002; 5.07650773888754E+0002; 4.99516320492113E+0002
799; 5.06682147084297E+0002; 5.06676697702867E+0002; 5.06524193174264E+0002; 5.06482037995365E+0002; 5.07190168903609E+0002; 4.99508413060763E+0002
800; 5.06483864281713E+0002; 5.06476315988701E+0002; 5.06352240988215E+0002; 5.06292596512951E+0002; 5.06797883079125E+0002; 4.99432136925571E+0002
801; 5.06297524567367E+0002; 5.06285801580894E+0002; 5.06185249670810E+0002; 5.06097126416301E+0002; 5.06458087529388E+0002; 4.99289539505284E+0002
802; 5.06097572580753E+0002; 5.06089293491780E+0002; 5.06029845615395E+0002; 5.05904105440415E+0002; 5.06157799171020E+0002; 4.99080781069412E+0002
803; 5.05906016616361E+0002; 5.05898455607400E+0002; 5.05877843643682E+0002; 5.05712628179557E+0002; 5.05887781733661E+0002; 4.98806047904257E+0002
804; 5.05715770782813E+0002; 5.05710934797726E+0002; 5.05731721823020E+0002; 5.05518402340037E+0002; 5.05639059115890E+0002; 4.98464817088530E+0002
805; 5.05529075165188E+0002; 5.05509617084920E+0002; 5.05573207937755E+0002; 5.05321198344329E+0002; 5.05405003500814E+0002; 4.98057006444968E+0002
806; 5.05326012372488E+0002; 5.05312461402993E+0002; 5.05407591115180E+0002; 5.05135510095072E+0002; 5.05178608345915E+0002; 4.97581373367704E+0002
807; 5.05126987198838E+0002; 5.05120353060994E+0002; 5.05215361385216E+0002; 5.04948245671249E+0002; 5.04958229759702E+0002; 4.97036480467960E+0002
808; 5.04941647919238E+0002; 5.04930925760640E+0002; 5.05002311535064E+0002; 5.04763720182804E+0002; 5.04738738323467E+0002; 4.96420606283485E+0002
809; 5.04745958253659E+0002; 5.04738325315308E+0002; 5.04792841844126E+0002; 5.04584549974136E+0002; 5.04516916191527E+0002; 4.95733251186431E+0002
810; 5.04556664997067E+0002; 5.04538874977649E+0002; 5.04570502977286E+0002; 5.04413408880373E+0002; 5.04287675112156E+0002; 4.94971968387800E+0002
811; 5.04355097407141E+0002; 5.04340907671740E+0002; 5.04365374406561E+0002; 5.04236688746924E+0002; 5.04045824573242E+0002; 4.94135110123279E+0002
812; 5.04156337816954E+0002; 5.04156919274583E+0002; 5.04153910989424E+0002; 5.04070018098578E+0002; 5.03790701520330E+0002; 4.93220621416061E+0002
813; 5.03974378633245E+0002; 5.03962255571950E+0002; 5.03945078619848E+0002; 5.03902981813209E+0002; 5.03511627272471E+0002; 4.92227747148389E+0002
814; 5.03782730438276E+0002; 5.03781185074002E+0002; 5.03752485485316E+0002; 5.03728697981633E+0002; 5.03200144287890E+0002; 4.91154600006394E+0002
815; 5.03591467760407E+0002; 5.03582659889922E+0002; 5.03552449547438E+0002; 5.03548375327996E+0002; 5.02844626814944E+0002; 4.90000352015029E+0002
816; 5.03408197650100E+0002; 5.03392225746877E+0002; 5.03369226829809E+0002; 5.03356944988386E+0002; 5.02431676965307E+0002; 4.88764039509553E+0002
817; 5.03207859417143E+0002; 5.03209215783089E+0002; 5.03167882489637E+0002; 5.03152661138509E+0002; 5.01942565042337E+0002; 4.87444683286691E+0002
818; 5.03019112697745E+0002; 5.03014340022783E+0002; 5.02954827874536E+0002; 5.02945399608235E+0002; 5.01358972989209E+0002; 4.86043027965980E+0002
819; 5.02821474129098E+0002; 5.02824550226465E+0002; 5.02753176707861E+0002; 5.02725261948389E+0002; 5.00654597172964E+0002; 4.84558805823340E+0002
820; 5.02617935297595E+0002; 5.02618389504753E+0002; 5.02543546561177E+0002; 5.02495998586429E+0002; 4.99807394430897E+0002; 4.82992655456349E+0002
821; 5.02420991777857E+0002; 5.02400625985705E+0002; 5.02344920956170E+0002; 5.02266518397371E+0002; 4.98787107751020E+0002; 4.81345263166233E+0002
822; 5.02213395424519E+0002; 5.02188042211609E+0002; 5.02138519606372E+0002; 5.02030691910274E+0002; 4.97560838708908E+0002; 4.79618611530380E+0002
823; 5.02000371085869E+0002; 5.01980324142316E+0002; 5.01927371459953E+0002; 5.01779083783871E+0002; 4.96097429424506E+0002; 4.77815000812927E+0002
824; 5.01807734623026E+0002; 5.01783333161167E+0002; 5.01731292042220E+0002; 5.01500527157984E+0002; 4.94363945824552E+0002; 4.75936879342598E+0002
825; 5.01614863688655E+0002; 5.01582062415895E+0002; 5.01528158950135E+0002; 5.01147245353769E+0002; 4.92338131332175E+0002; 4.73986878824737E+0002
826; 5.01408060380593E+0002; 5.01381957061539E+0002; 5.01343171574168E+0002; 5.00646369525578E+0002; 4.89990724423744E+0002; 4.71967800542579E+0002
827; 5.01218479836098E+0002; 5.01201739889159E+0002; 5.01151012846140E+0002; 4.99878259555750E+0002; 4.87304357731239E+0002; 4.69884456743083E+0002
828; 5.01034345482352E+0002; 5.01029449407697E+0002; 5.00950472401348E+0002; 4.98649738141335E+0002; 4.84268330324014E+0002; 4.67740250987275E+0002
829; 5.00850866100332E+0002; 5.00835160563582E+0002; 5.00752614204965E+0002; 4.96733670471841E+0002; 4.80883193519371E+0002; 4.65539311843606E+0002
830; 5.00651409101729E+0002; 5.00628443883050E+0002; 5.00507364326116E+0002; 4.93849731856191E+0002; 4.77160763415175E+0002; 4.63286720890760E+0002
831; 5.00334376551459E+0002; 5.00290610383017E+0002; 4.99951332626072E+0002; 4.89711544809621E+0002; 4.73122580056885E+0002; 4.60987008050086E+0002
832; 4.99378233744190E+0002; 4.99225779149059E+0002; 4.98301147048419E+0002; 4.84114413456118E+0002; 4.68803188275699E+0002; 4.58644959486022E+0002
833; 4.96067733228747E+0002; 4.95709437849667E+0002; 4.93785394485574E+0002; 4.77000046111594E+0002; 4.64247292528162E+0002; 4.56265303953583E+0002
834; 4.87079400332481E+0002; 4.86526401426836E+0002; 4.83938487686325E+0002; 4.68498968195260E+0002; 4.59512485985850E+0002; 4.53852876897817E+0002
835; 4.69757682958587E+0002; 4.69328344498323E+0002; 4.67571059623225E+0002; 4.58978304292921E+0002; 4.54662925565888E+0002; 4.51412968616804E+0002
836; 4.46500692422173E+0002; 4.46579180718656E+0002; 4.47029449791582E+0002; 4.48969287568529E+0002; 4.49765116501452E+0002; 4.48950121360552E+0002
837; 4.24918505488485E+0002; 4.25395548193806E+0002; 4.27628689543524E+0002; 4.39097988969446E+0002; 4.44889190265743E+0002; 4.46468231707620E+0002
838; 4.11036074404669E+0002; 4.11517579887569E+0002; 4.13849727143164E+0002; 4.29983187477445E+0002; 4.40106755529242E+0002; 4.43971104890795E+0002
839; 4.04820577656532E+0002; 4.05055536885922E+0002; 4.06450960514219E+0002; 4.22079220895318E+0002; 4.35483813109698E+0002; 4.41462154642337E+0002
840; 4.02808374292136E+0002; 4.02875891506280E+0002; 4.03399301482856E+0002; 4.15645886778432E+0002; 4.31078443102327E+0002; 4.38944232355766E+0002
841; 4.02268662261638E+0002; 4.02258760711874E+0002; 4.02369554509789E+0002; 4.10727024731446E+0002; 4.26938176933933E+0002; 4.36418721212838E+0002
842; 4.02060377430731E+0002; 4.02036895680511E+0002; 4.02011514181129E+0002; 4.07184650032647E+0002; 4.23104168581584E+0002; 4.33888992677216E+0002
843; 4.01909834500691E+0002; 4.01869005308483E+0002; 4.01817987386852E+0002; 4.04775666404427E+0002; 4.19603632388991E+0002; 4.31354526217493E+0002
844; 4.01742137648653E+0002; 4.01721086805578E+0002; 4.01652271938413E+0002; 4.03214313601359E+0002; 4.16451200424272E+0002; 4.28815764025977E+0002
845; 4.01582312756197E+0002; 4.01565048512259E+0002; 4.01510624438490E+0002; 4.02237217657275E+0002; 4.13648534032096E+0002; 4.26271464581038E+0002
846; 4.01421826629135E+0002; 4.01418283951793E+0002; 4.01349015525463E+0002; 4.01631336811167E+0002; 4.11191678379427E+0002; 4.23719724237949E+0002
847; 4.01271342867444E+0002; 4.01250567515686E+0002; 4.01194787769991E+0002; 4.01244665560354E+0002; 4.09065459478305E+0002; 4.21157758430734E+0002
848; 4.01102464043299E+0002; 4.01090358583518E+0002; 4.01038341801518E+0002; 4.00978032439494E+0002; 4.07247117527309E+0002; 4.18581798582902E+0002
849; 4.00941359509322E+0002; 4.00930845514286E+0002; 4.00878553969374E+0002; 4.00765194692751E+0002; 4.05708405325871E+0002; 4.15986346681847E+0002
850; 4.00783046048344E+0002; 4.00782732139076E+0002; 4.00721750708161E+0002; 4.00585414359792E+0002; 4.04420765835147E+0002; 4.13367166765514E+0002
851; 4.00626587961763E+0002; 4.00622671043381E+0002; 4.00567435114458E+0002; 4.00415485598718E+0002; 4.03350912096076E+0002; 4.10717213298183E+0002
852; 4.00478169507401E+0002; 4.00455876600497E+0002; 4.00407179603398E+0002; 4.00251153137287E+0002; 4.02468860116636E+0002; 4.08028612068375E+0002
853; 4.00309846358054E+0002; 4.00297551159725E+0002; 4.00253785848621E+0002; 4.00087207866243E+0002; 4.01743943022755E+0002; 4.05292924646760E+0002
854; 4.00151795783255E+0002; 4.00139165950010E+0002; 4.00086779109733E+0002; 3.99919635227972E+0002; 4.01148628531559E+0002; 4.02500922407646E+0002
855; 3.99988102689134E+0002; 3.99985748411602E+0002; 3.99928892417239E+0002; 3.99757538870766E+0002; 4.00654817637840E+0002; 3.99642788882533E+0002
856; 3.99830115471889E+0002; 3.99814549837395E+0002; 3.99764440008350E+0002; 3.99596578738567E+0002; 4.00244828858541E+0002; 3.96707496665190E+0002
857; 3.99668352820403E+0002; 3.99654872026094E+0002; 3.99608491797673E+0002; 3.99439343255940E+0002; 3.99895831997084E+0002; 3.93683864227741E+0002
858; 3.99506516150023E+0002; 3.99491012026745E+0002; 3.99439140230690E+0002; 3.99282592292665E+0002; 3.99592129842891E+0002; 3.90561702482029E+0002
859; 3.99354345928228E+0002; 3.99330778361533E+0002; 3.99279067672626E+0002; 3.99122884737442E+0002; 3.99316396257936E+0002; 3.87328183686104E+0002
860; 3.99185716024587E+0002; 3.99169701510742E+0002; 3.99114658522485E+0002; 3.98972552921146E+0002; 3.99058277708224E+0002; 3.83971230910839E+0002
861; 3.99025460948592E+0002; 3.99009280429118E+0002; 3.98946983599888E+0002; 3.98819429212431E+0002; 3.98801474095856E+0002; 3.80478823550533E+0002
862; 3.98864784685729E+0002; 3.98847066577225E+0002; 3.98798325932798E+0002; 3.98671142178925E+0002; 3.98530675149741E+0002; 3.76838896296038E+0002
863; 3.98712010836156E+0002; 3.98687323099836E+0002; 3.98631963367564E+0002; 3.98514245142804E+0002; 3.98236210137098E+0002; 3.73039685421138E+0002
864; 3.98543531175313E+0002; 3.98525431734632E+0002; 3.98468230981863E+0002; 3.98361985320704E+0002; 3.97897543701167E+0002; 3.69069491645149E+0002
